,stationcode,nombre,lat,lon,alt
0,35025090,BOSQUE INTERVENIDO   [35025090],4.664888888889,-73.846638888889,2944
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,VV,22338,656316,0.03,22338,1,05/09/2005 05:00:00,26/02/2018 23:00:00
,DV,165967,109317,1.52,165957,1,05/09/2005 00:30:00,23/02/2018 22:00:00
,DV,0,0,NaN,0,NaN,01/01/0001 00:00:00,01/01/0001 00:00:00
,PR,0,0,NaN,0,NaN,01/01/0001 00:00:00,01/01/0001 00:00:00
,HR,48083,109402,0.44,48082,1,05/09/2005 01:00:00,27/02/2018 11:00:00
,VV,0,0,NaN,0,NaN,01/01/0001 00:00:00,01/01/0001 00:00:00
,TS,43072,61022,0.71,42318,0.98,10/03/2011 01:00:00,23/02/2018 15:00:00
258,52045080,UNIV DE NARIÑO  [52045080],1.225111111111,-77.283388888889,2626
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,VV,54976,60791,0.9,54976,1,31/12/2016 14:10:00,26/02/2018 18:00:00
,RS,97426,112115,0.87,80426,0.83,11/05/2005 22:00:00,24/02/2018 09:00:00
,DV,53721,60371,0.89,53721,1,31/12/2016 14:10:00,23/02/2018 20:00:00
,PR,55590,60803,0.91,55590,1,31/12/2016 14:10:00,26/02/2018 20:00:00
,HR,97557,112189,0.87,97485,1,11/05/2005 22:00:00,27/02/2018 11:00:00
259,25025280,EL TESORO IDEAM AUTOMATICA [25025280],9.357083333333,-75.28925,168
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,VV,260666,691782,0.38,222018,0.85,01/01/2005 18:00:00,26/02/2018 19:00:00
,RS,52576,115983,0.45,30686,0.58,01/12/2004 18:59:00,24/02/2018 10:00:00
,PR,54367,60689,0.9,54367,1,01/01/2017 10:10:00,26/02/2018 21:00:00
,HR,46038,115331,0.4,45199,0.98,01/01/2005 00:00:00,27/02/2018 11:00:00
,DV,261709,672557,0.39,258464,0.99,12/05/2005 09:10:00,23/02/2018 22:00:00
260,35027001,PLAZA DE FERIAS AUTOMATICA[3502512],4.403388888889,-73.940555555556,1670
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,PR,54899,60755,0.9,54899,1,31/12/2016 23:10:00,26/02/2018 21:00:00
261,23037010,PTO SALGAR AUTOM  [23037010],5.469666666667,-74.662166666667,186
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,PR,395834,678659,0.58,392734,0.99,31/03/2005 17:00:00,24/02/2018 14:50:00
262,21206930,PMO GUERRERO AUTOMATICA [21206930],5.086444444444,-74.022166666667,3257
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,VV,359907,691888,0.52,355409,0.99,01/01/2005 00:20:00,26/02/2018 19:00:00
,TS,94040,114602,0.82,92127,0.98,27/01/2005 13:00:00,23/02/2018 15:00:00
,HR,93074,115330,0.81,93012,1,01/01/2005 01:00:00,27/02/2018 11:00:00
,PR,561005,691897,0.81,555919,0.99,01/01/2005 00:50:00,26/02/2018 21:00:00
,DV,355428,691468,0.51,354818,1,01/01/2005 00:10:00,23/02/2018 20:50:00
263,26105240,EL PLACER AUTOM  [26105240],3.879111111111,-76.100555555556,22
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,DV,175325,260842,0.67,175295,1,10/03/2013 10:20:00,23/02/2018 20:00:00
,RS,38555,47120,0.82,26213,0.68,10/10/2012 01:00:00,24/02/2018 09:00:00
,HR,38668,47194,0.82,38668,1,10/10/2012 01:00:00,27/02/2018 11:00:00
,PR,54359,60803,0.89,54359,1,31/12/2016 14:10:00,26/02/2018 20:00:00
,VV,197351,282865,0.7,197338,1,10/10/2012 00:10:00,25/02/2018 08:20:00
264,803000,GUAPI,2.583,-77.9,54
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,HR,111,43105,0,0,0,04/05/2008 14:00:00,04/04/2013 15:00:00
,PR,111,43105,0,0,0,04/05/2008 14:00:00,04/04/2013 15:00:00
,VV,111,43105,0,110,0.99,04/05/2008 14:00:00,04/04/2013 15:00:00
,NUB,111,43105,0,109,0.98,04/05/2008 14:00:00,04/04/2013 15:00:00
,TS,111,43105,0,0,0,04/05/2008 14:00:00,04/04/2013 15:00:00
,DV,111,43105,0,74,0.67,04/05/2008 14:00:00,04/04/2013 15:00:00
265,27015290,PAJARITO AUTOM   [27015290],6.286333333333,-75.612791666667,1952
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,HR,89698,111040,0.81,89694,1,11/06/2005 07:00:00,09/02/2018 23:00:00
,RS,89599,111040,0.81,89478,1,11/06/2005 07:00:00,09/02/2018 23:00:00
,PR,52327,58373,0.9,52327,1,31/12/2016 14:10:00,09/02/2018 23:00:00
,VV,463364,665928,0.7,460249,0.99,13/06/2005 11:00:00,09/02/2018 23:00:00
,DV,468764,665928,0.7,468273,1,13/06/2005 11:00:00,09/02/2018 23:00:00
266,44035050,MACAGUAL AUTOMATICA [44035050],1.499722222222,-75.661,280
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,VV,45079,49895,0.9,45079,1,31/12/2016 14:10:00,13/12/2017 02:00:00
,HR,71797,109130,0.66,71794,1,02/07/2005 00:00:00,13/12/2017 02:00:00
,PR,45552,49895,0.91,45552,1,31/12/2016 14:10:00,13/12/2017 02:00:00
,DV,44383,49889,0.89,44383,1,31/12/2016 15:10:00,13/12/2017 02:00:00
,RS,31940,90449,0.35,31940,1,02/07/2005 00:00:00,26/10/2015 17:00:00
,RS,0,0,NaN,0,NaN,01/01/0001 00:00:00,01/01/0001 00:00:00
267,29065000,MEDIA LUNA AUTOM [29065000],10.510027777778,-74.506666666667,20
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,DV,163912,219908,0.75,163907,1,19/12/2013 17:40:00,23/02/2018 21:00:00
,VV,164359,220328,0.75,164335,1,19/12/2013 17:40:00,26/02/2018 19:00:00
,PR,57467,60758,0.95,57467,1,31/12/2016 23:40:00,26/02/2018 22:00:00
,HR,28356,36737,0.77,28356,1,19/12/2013 18:00:00,27/02/2018 11:00:00
268,21137010,PURIFICACION AUTOM   [21137010],3.849527777778,-74.935777777778,306
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,PR,244604,305932,0.8,240967,0.99,04/05/2012 08:10:00,26/02/2018 20:50:00
269,26155240,PNN NEVADOS AUTOM  [26155240],4.859444444444,-75.382416666667,3641
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,HR,77100,90136,0.86,76977,1,16/11/2007 18:00:00,27/02/2018 10:00:00
,VV,459360,540737,0.85,444555,0.97,16/11/2007 16:10:00,26/02/2018 19:00:00
,PR,55731,60797,0.92,55731,1,31/12/2016 16:10:00,26/02/2018 21:00:00
,DV,456429,540317,0.84,456413,1,16/11/2007 16:10:00,23/02/2018 21:00:00
270,26095320,EL VINCULO AUTOM  [26095320],3.834805555556,-76.300005555556,98
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,PR,56242,60803,0.92,56242,1,31/12/2016 14:10:00,26/02/2018 20:00:00
,DV,292518,668321,0.44,291173,1,10/06/2005 17:10:00,23/02/2018 20:00:00
,VV,292640,668741,0.44,292578,1,10/06/2005 17:10:00,26/02/2018 18:00:00
,HR,75112,111474,0.67,64509,0.86,10/06/2005 17:00:00,27/02/2018 11:00:00
,RS,73616,111400,0.66,64680,0.88,10/06/2005 17:00:00,24/02/2018 09:00:00
271,23067060,TOBIA [23067060],5.125305555556,-74.447055555556,620
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,PR,96820,182068,0.53,96799,1,11/09/2014 11:20:00,26/02/2018 20:00:00
272,52055170,LA JOSEFINA AUTOMATICA [52055170],0.930305555556,-77.491194444444,2450
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,PR,56281,60803,0.93,56281,1,31/12/2016 14:10:00,26/02/2018 20:00:00
,DV,54379,60365,0.9,54379,1,31/12/2016 14:10:00,23/02/2018 19:00:00
,VV,55597,60791,0.91,55597,1,31/12/2016 14:10:00,26/02/2018 18:00:00
,RS,58096,115252,0.5,47280,0.81,01/01/2005 04:48:00,24/02/2018 09:00:00
,HR,56325,107375,0.52,56323,1,28/11/2005 12:00:00,27/02/2018 11:00:00
273,26055110,LA INDEPENDENCI   [26055110],3.185361111111,-76.569305555556,14
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,DV,568436,691454,0.82,552272,0.97,01/01/2005 01:36:00,23/02/2018 20:00:00
,RS,96545,111400,0.87,90624,0.94,10/06/2005 17:00:00,24/02/2018 09:00:00
,VV,570228,691854,0.82,560673,0.98,01/01/2005 05:00:00,26/02/2018 18:00:00
,HR,108466,115323,0.94,97366,0.9,01/01/2005 07:12:00,27/02/2018 11:00:00
,PR,45495,60797,0.75,45495,1,31/12/2016 14:10:00,26/02/2018 19:00:00
274,32105080,SAN JOSE DEL GUAVIARE AUTOMATICA [32105080],2.553027777778,-72.647083333333,165
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,HR,36148,90307,0.4,36140,1,07/08/2005 12:00:00,26/11/2015 07:00:00
,RS,41912,95546,0.44,40858,0.97,01/01/2005 04:15:00,26/11/2015 07:00:00
,DV,156453,90307,1.73,154875,0.99,07/08/2005 12:00:00,26/11/2015 07:40:00
,DV,0,0,NaN,0,NaN,01/01/0001 00:00:00,01/01/0001 00:00:00
,VV,26696,541782,0.05,26696,1,08/08/2005 02:00:00,26/11/2015 11:00:00
,VV,0,0,NaN,0,NaN,01/01/0001 00:00:00,01/01/0001 00:00:00
275,16017030,LA UCHEMA AUTOMATICA [16017030],7.694222222222,-72.474,520
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,PR,258595,275939,0.94,258532,1,10/02/2007 12:10:00,10/05/2012 18:00:00
276,52055160,VOLCAN CHILES AUTOMATICA [52055160],0.846583333333,-77.921222222222,4042
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,DV,7450,10925,0.68,7450,1,31/12/2016 16:10:00,17/03/2017 13:00:00
,HR,6995,7171,0.98,6995,1,22/05/2016 18:00:00,17/03/2017 13:00:00
,VV,7789,10925,0.71,7789,1,31/12/2016 16:10:00,17/03/2017 13:00:00
,PR,8241,10925,0.75,8241,1,31/12/2016 16:10:00,17/03/2017 13:00:00
277,27015300,VILLANUEVA VILLAHERMOSA   [27015300],6.253277777778,-75.55,1591
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,HR,46653,80273,0.58,46615,1,16/06/2005 16:00:00,13/08/2014 09:00:00
,RS,45459,80272,0.57,43686,0.96,16/06/2005 17:00:00,13/08/2014 09:00:00
,DV,123348,715922,0.17,119104,0.97,01/01/2001 16:44:00,13/08/2014 09:10:00
,VV,239101,481638,0.5,236007,0.99,16/06/2005 16:10:00,13/08/2014 09:10:00
278,27015280,PMO BELMIRA AUTOM  [27015280],6.632027777778,-75.644444444444,3221
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,HR,86394,112107,0.77,86386,1,15/05/2005 08:00:00,27/02/2018 11:00:00
,DV,517247,672135,0.77,516623,1,15/05/2005 07:30:00,23/02/2018 22:00:00
,PR,48123,60688,0.79,48123,1,01/01/2017 10:20:00,26/02/2018 21:00:00
,VV,517900,672548,0.77,513778,0.99,15/05/2005 07:40:00,26/02/2018 19:00:00
279,29004520,,0,0,0
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,HR,32613,46426,0.7,32611,1,01/01/2013 01:00:00,19/04/2018 11:00:00
,DV,196752,278561,0.71,179421,0.91,01/01/2013 00:10:00,19/04/2018 11:00:00
,TS,32582,46426,0.7,31803,0.98,01/01/2013 01:00:00,19/04/2018 11:00:00
,RS,36678,68590,0.53,36676,1,04/11/2009 01:00:00,31/08/2017 23:00:00
280,35035110,SALINAS DE UPIN AUTOMATICA [35035110],4.273861111111,-73.586861111111,690
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,PR,52189,60755,0.86,52189,1,31/12/2016 14:10:00,26/02/2018 12:00:00
,DV,455925,506994,0.9,452002,0.99,04/07/2008 17:00:00,23/02/2018 12:00:00
,VV,52140,60755,0.86,52140,1,31/12/2016 14:10:00,26/02/2018 12:00:00
,HR,75554,84594,0.89,75545,1,04/07/2008 17:00:00,27/02/2018 11:00:00
,RS,95563,150295,0.64,77520,0.81,01/01/2001 04:16:00,23/02/2018 12:00:00
281,35160000,,0,0,0
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,PR,35617,51611,0.69,35614,1,21/02/2017 21:10:00,15/02/2018 07:00:00
282,27015320,ARAGON AUTOM   [27015320],6.534,-75.827,2600
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,PR,54293,60809,0.89,54293,1,31/12/2016 14:10:00,26/02/2018 21:00:00
,VV,473015,673205,0.7,472984,1,10/05/2005 18:10:00,26/02/2018 19:00:00
,RS,105883,150318,0.7,94608,0.89,01/01/2001 03:30:00,24/02/2018 10:00:00
,HR,99668,112216,0.89,98716,0.99,10/05/2005 19:00:00,27/02/2018 11:00:00
,DV,473960,672781,0.7,469104,0.99,10/05/2005 18:50:00,23/02/2018 21:00:00
283,36015020,EL DIAMANTE AUTOMATICA [36015020],5.816194444444,-71.419833333333,160
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,VV,5729,60672,0.09,5729,1,01/01/2017 15:00:00,26/02/2018 23:00:00
,DV,31725,10042,3.16,31725,1,01/01/2017 10:40:00,23/02/2018 21:00:00
,PR,51218,10113,5.06,51218,1,01/01/2017 10:40:00,26/02/2018 20:00:00
,VV,0,0,NaN,0,NaN,01/01/0001 00:00:00,01/01/0001 00:00:00
,HR,59260,108448,0.55,59232,1,14/10/2005 19:00:00,27/02/2018 11:00:00
,DV,0,0,NaN,0,NaN,01/01/0001 00:00:00,01/01/0001 00:00:00
,PR,0,0,NaN,0,NaN,01/01/0001 00:00:00,01/01/0001 00:00:00
,RS,60018,108374,0.55,44707,0.74,14/10/2005 19:00:00,24/02/2018 09:00:00
284,23127020,PTO ARAUJO AUTOMATICA [23127020],6.525555555556,-74.085833333333,92
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,PR,399107,465314,0.86,398673,1,23/04/2009 13:00:00,26/02/2018 21:20:00
285,25025350,PUERTA ROJA AUTOMATICA [25025350],9.316388888889,-75.3875,160
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,PR,34744,60719,0.57,34744,1,31/12/2016 23:10:00,26/02/2018 15:00:00
,RS,91458,112080,0.82,76520,0.84,12/05/2005 16:00:00,23/02/2018 16:00:00
,RS,0,0,NaN,0,NaN,01/01/0001 00:00:00,01/01/0001 00:00:00
,VV,373859,673179,0.56,372216,1,10/05/2005 18:30:00,26/02/2018 15:00:00
,DV,377965,691346,0.55,372123,0.98,01/01/2005 15:40:00,23/02/2018 16:00:00
,HR,86231,112214,0.77,86205,1,10/05/2005 19:00:00,27/02/2018 09:00:00
286,23050420,ARGELIA ANTIOQUIA   [23050420],5.731138888889,-75.138527777778,1740
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,PR,370008,549526,0.67,369485,1,14/09/2007 14:30:00,24/02/2018 18:10:00
287,23057140,SAN MIGUEL AUTOM  [23057140],5.731027777778,-74.725833333333,176
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,PR,324075,374865,0.86,324005,1,19/07/2006 09:30:00,03/09/2013 15:00:00
288,21167060,SAN PABLO TOLIMA  [21167060],3.926666666667,-74.656944444444,7095
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,PR,169739,231167,0.73,168818,0.99,05/10/2013 12:10:00,26/02/2018 20:00:00
289,25027760,,0,0,0
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,PR,11107,28888,0.38,11106,1,18/01/2017 21:10:00,07/08/2017 11:50:00
290,54077210,,0,0,0
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,RS,72030,110971,0.65,72025,1,28/06/2005 14:00:00,24/02/2018 09:00:00
,HR,72219,111047,0.65,72215,1,28/06/2005 12:00:00,27/02/2018 11:00:00
,VV,52454,60599,0.87,52454,1,01/01/2017 22:10:00,26/02/2018 18:00:00
,PR,53000,60611,0.87,52982,1,01/01/2017 22:10:00,26/02/2018 20:00:00
,DV,51767,60179,0.86,51767,1,01/01/2017 22:10:00,23/02/2018 20:00:00
291,29035200,REPELON AUTOM   [29035200],10.49,-75.126944444444,10
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,RS,26659,45982,0.58,20598,0.77,26/11/2012 11:00:00,24/02/2018 09:00:00
,VV,108298,276243,0.39,106162,0.98,26/11/2012 10:30:00,26/02/2018 19:00:00
,DV,108606,275824,0.39,107593,0.99,26/11/2012 10:20:00,23/02/2018 21:00:00
,HR,26810,46056,0.58,26807,1,26/11/2012 11:00:00,27/02/2018 11:00:00
,PR,29080,40079,0.73,28367,0.98,24/05/2017 14:10:00,26/02/2018 22:00:00
292,15067220,PTE CARRETERA AUTOM [15067220],11.510972222222,-72.855944444444,7
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,PR,315619,328212,0.96,313657,0.99,01/12/2011 15:40:00,26/02/2018 21:40:00
293,21097070,PTE SANTANDER AUTOM [21097070],2.942611111111,-75.308527777778,431
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,PR,299299,643416,0.47,273580,0.91,03/12/2005 17:00:00,26/02/2018 21:00:00
294,35237030,,0,0,0
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,PR,4159,16601,0.25,4156,1,19/08/2017 06:10:07,12/12/2017 13:00:07
295,37055010,APTO ARAUCA [37055010],7.069444444444,-70.738055555556,128
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,RS,771,52944,0.01,134,0.17,02/01/1986 00:00:00,17/01/1992 00:00:00
296,56019010,BAHIA SOLANO AUTOMATICA [56019010],6.268638888889,-77.433166666667,21
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,RS,5872,25029,0.23,5838,0.99,08/09/2005 10:00:00,17/07/2008 07:00:00
,HR,5986,25029,0.24,5896,0.98,08/09/2005 10:00:00,17/07/2008 07:00:00
297,17019010,SAN ANDRES AUTOMATICA [17019010],12.556111111111,-81.703388888889,1
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,PR,1774,94512,0.02,1774,1,09/05/2016 10:00:00,24/02/2018 18:00:00
,PR,0,0,NaN,0,NaN,01/01/0001 00:00:00,01/01/0001 00:00:00
298,804570,CASIQUE ARAMARE,5.62,-67.606,74.7
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,NUB,28476,85334,0.33,26831,0.94,30/04/2008 19:00:00,24/01/2018 09:00:00
,PR,28476,85334,0.33,1275,0.04,30/04/2008 19:00:00,24/01/2018 09:00:00
,VV,28476,85334,0.33,6919,0.24,30/04/2008 19:00:00,24/01/2018 09:00:00
,TS,28476,85334,0.33,28195,0.99,30/04/2008 19:00:00,24/01/2018 09:00:00
,DV,28476,85334,0.33,3392,0.12,30/04/2008 19:00:00,24/01/2018 09:00:00
,HR,28476,85334,0.33,27879,0.98,30/04/2008 19:00:00,24/01/2018 09:00:00
299,25020520,,0,0,0
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,PR,22273,56507,0.39,22273,1,18/01/2017 21:10:00,15/02/2018 07:00:00
300,35225030,,0,0,0
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,DV,4113,16571,0.25,4113,1,19/08/2017 10:10:07,12/12/2017 12:00:07
,PR,4048,16571,0.24,4048,1,19/08/2017 10:10:07,12/12/2017 12:00:07
,HR,685,2761,0.25,685,1,19/08/2017 11:00:07,12/12/2017 12:00:07
,VV,3560,16571,0.21,3560,1,19/08/2017 10:10:07,12/12/2017 12:00:07
301,800360,ALFONSO LOPEZ PUMAREJO,10.435,-73.25,147.2
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,HR,45211,87506,0.52,44844,0.99,04/05/2008 14:00:00,28/04/2018 16:00:00
,PR,45211,87506,0.52,4958,0.11,04/05/2008 14:00:00,28/04/2018 16:00:00
,DV,45211,87506,0.52,40842,0.9,04/05/2008 14:00:00,28/04/2018 16:00:00
,NUB,45211,87506,0.52,43457,0.96,04/05/2008 14:00:00,28/04/2018 16:00:00
,VV,45211,87506,0.52,45132,1,04/05/2008 14:00:00,28/04/2018 16:00:00
,TS,45211,87506,0.52,44869,0.99,04/05/2008 14:00:00,28/04/2018 16:00:00
302,25027770,,0,0,0
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,PR,28517,54490,0.52,28517,1,01/02/2017 21:10:00,15/02/2018 06:50:00
303,26155250,PMO CONEJERAS AUTOMATICA[26155250],4.829805555556,-75.375833333333,4413
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,PR,55977,60809,0.92,55977,1,31/12/2016 14:10:00,26/02/2018 21:00:00
,HR,72772,85919,0.85,72772,1,10/05/2008 11:00:00,27/02/2018 10:00:00
304,21057050,VEGA EL SALADO AUTOMATICA[21057050],2.331444444444,-75.942166666667,1150
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,PR,20493,154755,0.13,4164,0.2,09/10/2006 13:02:00,18/09/2009 05:40:00
305,37057020,ALCARAVAN  AUT [37057020],7.035,-71.416388888889,162
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,PR,0,0,NaN,0,NaN,01/01/0001 00:00:00,01/01/0001 00:00:00
,PR,0,0,NaN,0,NaN,01/01/0001 00:00:00,01/01/0001 00:00:00
306,21209920,STA ROSITA AUTOM  [21209920],5.19225,-73.779055555556,2618
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,PR,675335,686322,0.98,674728,1,08/02/2005 18:00:00,26/02/2018 21:00:00
307,21237020,ARRANCAPLUMAS    [21237020],5.202416666667,-74.727611111111,222
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,PR,311361,332633,0.94,311361,1,31/10/2011 21:09:00,26/02/2018 20:00:00
308,21017040,SALADO BLANCO AUTOMATICA [21017040],1.988111111111,-76.012027777778,1070
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,PR,60857,428538,0.14,8599,0.14,25/11/2005 18:35:00,18/01/2014 17:37:00
309,35017020,PTE LLERAS AUTOMATICA [35017020],4.103019444444,-72.936383333333,177
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,PR,53367,10132,5.27,53367,1,31/12/2016 14:10:00,26/02/2018 19:00:00
,PR,0,0,NaN,0,NaN,01/01/0001 00:00:00,01/01/0001 00:00:00
310,25027200,LAS VARAS AUTOM  [25027200],8.387416666667,-74.563166666667,40
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,PR,55312,60695,0.91,55312,1,01/01/2017 09:20:00,26/02/2018 21:10:00
311,802225,LOS COLONIZADORES,6.95,-71.85,213
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,DV,4790,87382,0.05,3114,0.65,04/05/2008 14:00:00,23/04/2018 12:00:00
,HR,4790,87382,0.05,4482,0.94,04/05/2008 14:00:00,23/04/2018 12:00:00
,NUB,4790,87382,0.05,4682,0.98,04/05/2008 14:00:00,23/04/2018 12:00:00
,PR,4790,87382,0.05,0,0,04/05/2008 14:00:00,23/04/2018 12:00:00
,TS,4790,87382,0.05,4506,0.94,04/05/2008 14:00:00,23/04/2018 12:00:00
,VV,4790,87382,0.05,4771,1,04/05/2008 14:00:00,23/04/2018 12:00:00
312,21087080,HDA VENECIA AUTOMATICA [21087080],2.643805555556,-75.544305555556,575
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,PR,134487,573645,0.23,128512,0.96,20/12/2006 01:33:00,15/11/2017 17:03:00
313,25020600,,0,0,0
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,PR,35863,56507,0.63,35863,1,18/01/2017 21:10:00,15/02/2018 07:00:00
314,52057100,,0,0,0
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,PR,32647,46697,0.7,32647,1,28/03/2017 00:10:00,15/02/2018 07:00:00
315,21197010,EL PROFUNDO AUTOMATICA [21197010],4.028361111111,-74.504277777778,1860
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,PR,370784,691895,0.54,370652,1,01/01/2005 00:10:00,26/02/2018 20:00:00
316,35217090,,0,0,0
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,PR,1698,16559,0.1,1672,0.98,19/08/2017 12:10:07,12/12/2017 12:00:07
317,42077020,MITU AUTOMATICA [42077020],1.259555555556,-70.239111111111,180
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,PR,56977,10116,5.63,56972,1,01/01/2017 07:10:00,26/02/2018 20:00:00
,PR,0,0,NaN,0,NaN,01/01/0001 00:00:00,01/01/0001 00:00:00
318,25027020,EL BANCO AUTOMATICA[25027020],8.992527777778,-73.969444444444,29
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,PR,44211,53491,0.83,44211,1,01/01/2017 03:50:00,07/01/2018 15:00:00
319,15067050,CUESTECITAS AUTOMATICA [15067050],11.180333333333,-72.553444444444,76
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,PR,10396,17748,0.59,10396,1,27/11/2011 15:40:00,29/03/2012 21:40:00
320,23207040,SAN PABLO RIO MAGDALENA AUTOM [23207040],7.480333333333,-73.918555555556,62
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,PR,53263,53531,0.99,53263,1,12/10/2016 16:40:00,19/10/2017 10:30:00
321,35035130,PMO CHINGAZA AUTOMATICA [35035130],4.713666666667,-73.80325,3863
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,DV,319729,397374,0.8,319727,1,05/08/2010 08:00:00,23/02/2018 21:00:00
,VV,45468,60785,0.75,45468,1,31/12/2016 16:10:00,26/02/2018 19:00:00
,PR,45921,60797,0.76,45921,1,31/12/2016 16:10:00,26/02/2018 21:00:00
,HR,40130,66315,0.61,39359,0.98,05/08/2010 08:00:00,27/02/2018 11:00:00
322,23087210,CANTERAS AUTOM   [23087210],6.276083333333,-74.673305555556,1274
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,PR,458744,562741,0.82,458652,1,05/06/2007 09:50:00,15/02/2018 08:00:00
323,21160260,PTO LLERAS TOLIMA  [21160260],3.839777777778,-74.688305555556,1209
